"f" "voor" "ref" "hyp"
"452" "aceabc_result.TextGrid" 21 "demi" "demi"
"453" "aceabc_result.TextGrid" 21 "on" "on"
"454" "aceabc_result.TextGrid" 21 "inimene" "inimene"
"455" "aceabc_result.TextGrid" 21 "kes" "kes"
"456" "aceabc_result.TextGrid" 21 "tunneb" "tunneb"
"457" "aceabc_result.TextGrid" 21 "seksuaalset" "seksuaalset"
"458" "aceabc_result.TextGrid" 21 "tõmmet" "tõmmet"
"459" "aceabc_result.TextGrid" 21 "aga" "aga"
"460" "aceabc_result.TextGrid" 21 "ainult" "ainult"
"461" "aceabc_result.TextGrid" 21 "siis" "siis"
"462" "aceabc_result.TextGrid" 21 "kui" "kui"
"463" "aceabc_result.TextGrid" 21 "tal" "tal"
"464" "aceabc_result.TextGrid" 21 "on" "on"
"465" "aceabc_result.TextGrid" 21 "tugev" "tugev"
"466" "aceabc_result.TextGrid" 21 "emotsionaalne" "emotsionaalne"
"467" "aceabc_result.TextGrid" 21 "side" "side"
"468" "aceabc_result.TextGrid" 21 "et" "et"
"469" "aceabc_result.TextGrid" 21 "see" "see"
"470" "aceabc_result.TextGrid" 21 "tugev" "tugev"
"471" "aceabc_result.TextGrid" 21 "emotsionaalne" "emotsionaalne"
"472" "aceabc_result.TextGrid" 21 "side" "side"
"473" "aceabc_result.TextGrid" 21 "võib" "võib"
"474" "aceabc_result.TextGrid" 21 "olla" "olla"
"475" "aceabc_result.TextGrid" 21 "tal" "tal"
"476" "aceabc_result.TextGrid" 21 "mitte" "mitte"
"477" "aceabc_result.TextGrid" 22 "igalühel" "igalühel"
"478" "aceabc_result.TextGrid" 22 "ühesugune" "ühesugune"
"479" "aceabc_result.TextGrid" 22 "mhmh" "####"
"480" "aceabc_result.TextGrid" 22 "et" "et"
"481" "aceabc_result.TextGrid" 22 "s" "####"
"482" "aceabc_result.TextGrid" 22 "see" "see"
"483" "aceabc_result.TextGrid" 22 "võib" "võib"
"484" "aceabc_result.TextGrid" 22 "olla" "olla"
"485" "aceabc_result.TextGrid" 22 "romantiline" "romantiline"
"486" "aceabc_result.TextGrid" 22 "see" "see"
"487" "aceabc_result.TextGrid" 22 "võib" "võib"
"488" "aceabc_result.TextGrid" 22 "olla" "olla"
"489" "aceabc_result.TextGrid" 22 "sõprussuhe" "sõprussuhe"
"490" "aceabc_result.TextGrid" 22 "mhmh" "####"
"491" "aceabc_result.TextGrid" 22 "aga" "aga"
"492" "aceabc_result.TextGrid" 22 "aga" "aga"
"493" "aceabc_result.TextGrid" 22 "jah" "jah"
"494" "aceabc_result.TextGrid" 22 "et" "et"
"495" "aceabc_result.TextGrid" 22 "et" "et"
"496" "aceabc_result.TextGrid" 22 "kui" "kui"
"497" "aceabc_result.TextGrid" 22 "seda" "seda"
"498" "aceabc_result.TextGrid" 22 "s" "####"
"499" "aceabc_result.TextGrid" 22 "s" "####"
"500" "aceabc_result.TextGrid" 22 "suhet" "suhet"
"501" "aceabc_result.TextGrid" 22 "kui" "kui"
"502" "aceabc_result.TextGrid" 22 "seda" "seda"
"503" "aceabc_result.TextGrid" 22 "tugevat" "tugevat"
"504" "aceabc_result.TextGrid" 22 "emotsionaalset" "emotsionaalset"
"505" "aceabc_result.TextGrid" 22 "suhet" "suhet"
"506" "aceabc_result.TextGrid" 22 "ei" "ei"
"507" "aceabc_result.TextGrid" 22 "ole" "ole"
"508" "aceabc_result.TextGrid" 22 "siis" "siis"
"509" "aceabc_result.TextGrid" 22 "ei" "ei"
"510" "aceabc_result.TextGrid" 22 "ole" "ole"
"511" "aceabc_result.TextGrid" 22 "ka" "ka"
"512" "aceabc_result.TextGrid" 22 "seksuaalset" "seksuaalset"
"513" "aceabc_result.TextGrid" 22 "tõmmet" "####"
"514" "aceabc_result.TextGrid" 22 "mhmh" "emat"
"515" "aceabc_result.TextGrid" 23 "ei" "ei"
"516" "aceabc_result.TextGrid" 23 "selles" "selles"
"517" "aceabc_result.TextGrid" 23 "mõttes" "mõttes"
"518" "aceabc_result.TextGrid" 23 "et" "####"
"519" "aceabc_result.TextGrid" 23 "nagu" "nagu"
"520" "aceabc_result.TextGrid" 23 "inglise" "inglise"
"521" "aceabc_result.TextGrid" 23 "keeles" "keeles"
"522" "aceabc_result.TextGrid" 23 "kasutatakse" "kasutatakse"
"523" "aceabc_result.TextGrid" 23 "ju" "####"
"524" "aceabc_result.TextGrid" 23 "acei" "asei"
"525" "aceabc_result.TextGrid" 23 "ja" "ja"
"526" "aceabc_result.TextGrid" 23 "ja" "ja"
"527" "aceabc_result.TextGrid" 23 "kõik" "kõik"
"528" "aceabc_result.TextGrid" 23 "ja" "ja"
"529" "aceabc_result.TextGrid" 23 "sellest" "sellest"
"530" "aceabc_result.TextGrid" 23 "tulevad" "tulevad"
"531" "aceabc_result.TextGrid" 23 "muidugi" "muidugi"
"532" "aceabc_result.TextGrid" 23 "kõik" "kõik"
"533" "aceabc_result.TextGrid" 23 "need" "need"
"534" "aceabc_result.TextGrid" 23 "naljad" "naljad"
"535" "aceabc_result.TextGrid" 23 "nii" "nii"
"536" "aceabc_result.TextGrid" 23 "et" "et"
"537" "aceabc_result.TextGrid" 23 "ma" "ma"
"538" "aceabc_result.TextGrid" 23 "mõtlen" "ütlen"
"539" "aceabc_result.TextGrid" 23 "et" "et"
"540" "aceabc_result.TextGrid" 23 "äss" "ass"
"541" "aceabc_result.TextGrid" 23 "on" "on"
"542" "aceabc_result.TextGrid" 23 "on" "on"
"543" "aceabc_result.TextGrid" 23 "ka" "ka"
"544" "aceabc_result.TextGrid" 23 "noh" "noh"
"545" "aceabc_result.TextGrid" 23 "hästi" "hästi"
"546" "aceabc_result.TextGrid" 23 "tore" "tore"
"547" "aceabc_result.TextGrid" 23 "selline" "selline"
"548" "aceabc_result.TextGrid" 23 "lühend" "lühend"
"549" "aceabc_result.TextGrid" 23 "mhmh" "####"
"550" "aceabc_result.TextGrid" 24 "noh" "no"
"551" "aceabc_result.TextGrid" 24 "selles" "selles"
"552" "aceabc_result.TextGrid" 24 "mõttes" "mõttes"
"553" "aceabc_result.TextGrid" 24 "et" "et"
"554" "aceabc_result.TextGrid" 24 "need" "need"
"555" "aceabc_result.TextGrid" 24 "kaardipaki" "kaardipaki"
"556" "aceabc_result.TextGrid" 24 "ässad" "ässad"
"557" "aceabc_result.TextGrid" 24 "on" "on"
"558" "aceabc_result.TextGrid" 24 "ka" "ka"
"559" "aceabc_result.TextGrid" 24 "noh" "noh"
"560" "aceabc_result.TextGrid" 24 "aseksuaalide" "seksuaalide"
"561" "aceabc_result.TextGrid" 24 "seas" "seas"
"562" "aceabc_result.TextGrid" 24 "hästi" "hästi"
"563" "aceabc_result.TextGrid" 24 "selline" "selline"
"564" "aceabc_result.TextGrid" 24 "populaarne" "populaarne"
"565" "aceabc_result.TextGrid" 24 "märk" "märk"
"566" "aceabc_result.TextGrid" 24 "ja" "ja"
"567" "aceabc_result.TextGrid" 24 "see" "see"
"568" "aceabc_result.TextGrid" 24 "on" "####"
"569" "aceabc_result.TextGrid" 24 "mhmh" "####"
"570" "aceabc_result.TextGrid" 25 "et" "et"
"571" "aceabc_result.TextGrid" 25 "mõned" "mõned"
"572" "aceabc_result.TextGrid" 25 "kasutavad" "kasutavad"
"573" "aceabc_result.TextGrid" 25 "kas" "kas"
"574" "aceabc_result.TextGrid" 25 "kas" "kas"
"575" "aceabc_result.TextGrid" 25 "ühte" "ühte"
"576" "aceabc_result.TextGrid" 25 "mingit" "mingit"
"577" "aceabc_result.TextGrid" 25 "spetsiifiliselt" "spetsiifiliselt"
"578" "aceabc_result.TextGrid" 25 "kaardipaki" "kaardipaki"
"579" "aceabc_result.TextGrid" 25 "märgistust" "märgistust"
"580" "aceabc_result.TextGrid" 25 "tuli" "tuli"
"581" "aceabc_result.TextGrid" 25 "välja" "välja"
"582" "aceabc_result.TextGrid" 25 "et" "et"
"583" "aceabc_result.TextGrid" 25 "et" "et"
"584" "aceabc_result.TextGrid" 25 "seda" "seda"
"585" "aceabc_result.TextGrid" 25 "varem" "varem"
"586" "aceabc_result.TextGrid" 25 "nad" "nad"
"587" "aceabc_result.TextGrid" 25 "seal" "seal"
"588" "aceabc_result.TextGrid" 25 "varem" "varem"
"589" "aceabc_result.TextGrid" 25 "olidki" "olidki"
"590" "aceabc_result.TextGrid" 25 "eraldi" "eraldi"
"591" "aceabc_result.TextGrid" 25 "kategooriad" "kategooria"
"592" "aceabc_result.TextGrid" 25 "et" "et"
"593" "aceabc_result.TextGrid" 25 "sõltuvalt" "sõltuvalt"
"594" "aceabc_result.TextGrid" 25 "sellest" "sellest"
"595" "aceabc_result.TextGrid" 25 "missugune" "missugune"
"596" "aceabc_result.TextGrid" 25 "aseksuaal" "seksuaal"
"597" "aceabc_result.TextGrid" 25 "sa" "sa"
"598" "aceabc_result.TextGrid" 25 "oled" "oled"
"599" "aceabc_result.TextGrid" 25 "siis" "siis"
"600" "aceabc_result.TextGrid" 25 "sa" "sa"
"601" "aceabc_result.TextGrid" 25 "kasutasid" "kasutasid"
"602" "aceabc_result.TextGrid" 25 "üht" "üht"
"603" "aceabc_result.TextGrid" 25 "või" "või"
"604" "aceabc_result.TextGrid" 25 "teist" "teist"
"605" "aceabc_result.TextGrid" 25 "märgistust" "märgistust"
"606" "aceabc_result.TextGrid" 25 "või" "või"
"607" "aceabc_result.TextGrid" 25 "siis" "siis"
"608" "aceabc_result.TextGrid" 25 "lihtsalt" "lihtsalt"
"609" "aceabc_result.TextGrid" 25 "nagu" "nagu"
"610" "aceabc_result.TextGrid" 25 "kaardi" "kaardi"
"611" "aceabc_result.TextGrid" 25 "need" "need"
"612" "aceabc_result.TextGrid" 25 "neli" "neli"
"613" "aceabc_result.TextGrid" 25 "ässa" "ässa"
"614" "aceabc_result.TextGrid" 25 "koos" "koos"
"615" "aceabc_result.TextGrid" 25 "on" "on"
"616" "aceabc_result.TextGrid" 25 "ka" "ka"
"617" "aceabc_result.TextGrid" 25 "hästi" "hästi"
"618" "aceabc_result.TextGrid" 25 "populaarne" "populaarne"
"619" "aceabc_result.TextGrid" 25 "noh" "####"
"620" "aceabc_result.TextGrid" 25 "mhmh" "####"
"621" "aceabc_result.TextGrid" 26 "selline" "selline"
"622" "aceabc_result.TextGrid" 26 "sümbol" "sümbol"
"623" "aceabc_result.TextGrid" 26 "mhmh" "####"
"624" "aceabc_result.TextGrid" 26 "jaa" "ja"
"625" "aceabc_result.TextGrid" 26 "tundub" "tundub"
"626" "aceabc_result.TextGrid" 26 "et" "et"
"627" "aceabc_result.TextGrid" 26 "nagu" "nagu"
"628" "aceabc_result.TextGrid" 26 "see" "see"
"629" "aceabc_result.TextGrid" 26 "spektrum" "spektrum"
"630" "aceabc_result.TextGrid" 26 "on" "on"
"631" "aceabc_result.TextGrid" 26 "suur" "suur"
"632" "aceabc_result.TextGrid" 26 "ja" "ja"
"633" "aceabc_result.TextGrid" 26 "väga" "väga"
"634" "aceabc_result.TextGrid" 26 "varieeruv" "varieeruv"
"635" "aceabc_result.TextGrid" 26 "et" "et"
"636" "aceabc_result.TextGrid" 26 "võibolla" "võibolla"
"637" "aceabc_result.TextGrid" 26 "räägiks" "räägiks"
"638" "aceabc_result.TextGrid" 26 "ka" "ka"
"639" "aceabc_result.TextGrid" 26 "nagu" "nagu"
"640" "aceabc_result.TextGrid" 26 "atraktsioonist" "atraktsioonist"
"641" "aceabc_result.TextGrid" 26 "kui" "kui"
"642" "aceabc_result.TextGrid" 26 "sellisest" "sellisest"
"643" "aceabc_result.TextGrid" 26 "et" "et"
"644" "aceabc_result.TextGrid" 26 "seal" "seal"
"645" "aceabc_result.TextGrid" 26 "on" "on"
"646" "aceabc_result.TextGrid" 26 "väga" "väga"
"647" "aceabc_result.TextGrid" 26 "erinevat" "erinevaid"
"648" "aceabc_result.TextGrid" 26 "tüüpi" "tüüpi"
"649" "aceabc_result.TextGrid" 26 "atraktsioone" "atraktsioone"
"650" "aceabc_result.TextGrid" 27 "kuidas" "kuidas"
"651" "aceabc_result.TextGrid" 27 "kuidas" "kuidas"
"652" "aceabc_result.TextGrid" 27 "sina" "sina"
"653" "aceabc_result.TextGrid" 27 "tunnetad" "tunnetad"
"654" "aceabc_result.TextGrid" 27 "või" "või"
"655" "aceabc_result.TextGrid" 27 "ei" "ei"
"656" "aceabc_result.TextGrid" 27 "tunneta" "tunneta"
"657" "aceabc_result.TextGrid" 27 "neid" "neid"
"658" "aceabc_result.TextGrid" 27 "jah" "jah"
"659" "aceabc_result.TextGrid" 27 "et" "et"
"660" "aceabc_result.TextGrid" 27 "need" "need"
"661" "aceabc_result.TextGrid" 27 "atraktsioonid" "atraktsiooni"
"662" "aceabc_result.TextGrid" 27 "põhimõtteliselt" "põhimõtteliselt"
"663" "aceabc_result.TextGrid" 27 "on" "on"
"664" "aceabc_result.TextGrid" 27 "kolm" "kolm"
"665" "aceabc_result.TextGrid" 27 "põhilist" "põhilist"
"666" "aceabc_result.TextGrid" 27 "on" "on"
"667" "aceabc_result.TextGrid" 27 "siis" "siis"
"668" "aceabc_result.TextGrid" 27 "seksuaalne" "seksuaalne"
"669" "aceabc_result.TextGrid" 27 "sa" "sa"
"670" "aceabc_result.TextGrid" 27 "näed" "näed"
"671" "aceabc_result.TextGrid" 27 "kanni" "kanni"
"672" "aceabc_result.TextGrid" 27 "sa" "sa"
"673" "aceabc_result.TextGrid" 27 "tahad" "tahad"
"674" "aceabc_result.TextGrid" 27 "seda" "seda"
"675" "aceabc_result.TextGrid" 27 "kanni" "kanni"
"676" "aceabc_result.TextGrid" 28 "esteetiline" "esteetiline"
"677" "aceabc_result.TextGrid" 28 "sa" "sa"
"678" "aceabc_result.TextGrid" 28 "näed" "näed"
"679" "aceabc_result.TextGrid" 28 "kanni" "kanni"
"680" "aceabc_result.TextGrid" 28 "ja" "ja"
"681" "aceabc_result.TextGrid" 28 "sa" "sa"
"682" "aceabc_result.TextGrid" 28 "mõtled" "mõtled"
"683" "aceabc_result.TextGrid" 28 "tead" "tead"
"684" "aceabc_result.TextGrid" 28 "inimene" "inimene"
"685" "aceabc_result.TextGrid" 28 "töötas" "töötas"
"686" "aceabc_result.TextGrid" 28 "selle" "selle"
"687" "aceabc_result.TextGrid" 28 "kallal" "kallal"
"688" "aceabc_result.TextGrid" 28 "ja" "ja"
"689" "aceabc_result.TextGrid" 28 "see" "see"
"690" "aceabc_result.TextGrid" 28 "on" "on"
"691" "aceabc_result.TextGrid" 28 "hea" "hea"
"692" "aceabc_result.TextGrid" 28 "vormiga" "vormiga"
"693" "aceabc_result.TextGrid" 28 "aga" "aga"
"694" "aceabc_result.TextGrid" 28 "sa" "####"
"695" "aceabc_result.TextGrid" 28 "aga" "aga"
"696" "aceabc_result.TextGrid" 28 "sa" "sa"
"697" "aceabc_result.TextGrid" 28 "hindad" "hindavad"
"698" "aceabc_result.TextGrid" 28 "seda" "seda"
"699" "aceabc_result.TextGrid" 28 "samal" "samal"
"700" "aceabc_result.TextGrid" 28 "tasemel" "tasemel"
"701" "aceabc_result.TextGrid" 28 "nagu" "nagu"
"702" "aceabc_result.TextGrid" 28 "sa" "sa"
"703" "aceabc_result.TextGrid" 28 "hindad" "hindab"
"704" "aceabc_result.TextGrid" 28 "kunstiteost" "kunstiteost"
"705" "aceabc_result.TextGrid" 28 "mhmh" "####"
"706" "aceabc_result.TextGrid" 28 "mhmh" "####"
"707" "aceabc_result.TextGrid" 28 "nagu" "nagu"
"708" "aceabc_result.TextGrid" 28 "mingi" "mingi"
"709" "aceabc_result.TextGrid" 28 "skulptuuri" "skulptuuri"
"710" "aceabc_result.TextGrid" 28 "jah" "ja"
"711" "aceabc_result.TextGrid" 28 "ilu" "ilu"
"712" "aceabc_result.TextGrid" 28 "ühesõnaga" "####"
"713" "aceabc_result.TextGrid" 28 "mhmh" "####"
"714" "aceabc_result.TextGrid" 28 "või" "või"
"715" "aceabc_result.TextGrid" 28 "või" "või"
"716" "aceabc_result.TextGrid" 28 "mulle" "mulle"
"717" "aceabc_result.TextGrid" 28 "väga" "väga"
"718" "aceabc_result.TextGrid" 28 "meeldivad" "meeldivad"
"719" "aceabc_result.TextGrid" 28 "majad" "majad"
"720" "aceabc_result.TextGrid" 28 "mhmh" "####"
"721" "aceabc_result.TextGrid" 28 "et" "et"
"722" "aceabc_result.TextGrid" 28 "kui" "kui"
"723" "aceabc_result.TextGrid" 28 "ma" "ma"
"724" "aceabc_result.TextGrid" 28 "näen" "näen"
"725" "aceabc_result.TextGrid" 28 "mingit" "mingit"
"726" "aceabc_result.TextGrid" 28 "maja" "maja"
"727" "aceabc_result.TextGrid" 28 "siis" "siis"
"728" "aceabc_result.TextGrid" 28 "ma" "ma"
"729" "aceabc_result.TextGrid" 28 "lähen" "lähen"
"730" "aceabc_result.TextGrid" 28 "väga" "väga"
"731" "aceabc_result.TextGrid" 28 "ekstaasi" "ekstaasi"
"732" "aceabc_result.TextGrid" 28 "et" "et"
"733" "aceabc_result.TextGrid" 28 "see" "see"
"734" "aceabc_result.TextGrid" 28 "on" "on"
"735" "aceabc_result.TextGrid" 28 "fantastiliselt" "fantastiliselt"
"736" "aceabc_result.TextGrid" 28 "ehitatud" "ehitatud"
"737" "aceabc_result.TextGrid" 28 "ja" "ja"
"738" "aceabc_result.TextGrid" 28 "seal" "seal"
"739" "aceabc_result.TextGrid" 28 "on" "on"
"740" "aceabc_result.TextGrid" 28 "head" "head"
"741" "aceabc_result.TextGrid" 28 "värvid" "värvid"
"742" "aceabc_result.TextGrid" 28 "ja" "ja"
"743" "aceabc_result.TextGrid" 28 "see" "see"
"744" "aceabc_result.TextGrid" 28 "on" "on"
"745" "aceabc_result.TextGrid" 28 "see" "see"
"746" "aceabc_result.TextGrid" 28 "sobib" "sobib"
"747" "aceabc_result.TextGrid" 28 "ümbruskonda" "ümbruskonda"
"748" "aceabc_result.TextGrid" 28 "mhmh" "####"
"749" "aceabc_result.TextGrid" 28 "aga" "aga"
"750" "aceabc_result.TextGrid" 28 "see" "see"
"751" "aceabc_result.TextGrid" 28 "ei" "ei"
"752" "aceabc_result.TextGrid" 28 "tähenda" "tähenda"
"753" "aceabc_result.TextGrid" 28 "et" "et"
"754" "aceabc_result.TextGrid" 28 "ma" "ma"
"755" "aceabc_result.TextGrid" 28 "tahan" "tahan"
"756" "aceabc_result.TextGrid" 28 "teda" "teda"
"757" "aceabc_result.TextGrid" 28 "panna" "panna"
"758" "aceabc_result.TextGrid" 28 "no" "####"
"759" "aceabc_result.TextGrid" 28 "okei" "####"
"760" "aceabc_result.TextGrid" 29 "selge" "selge"
"761" "aceabc_result.TextGrid" 29 "ja" "ja"
"762" "aceabc_result.TextGrid" 29 "ja" "ja"
"763" "aceabc_result.TextGrid" 29 "kolmas" "kolmas"
"764" "aceabc_result.TextGrid" 29 "on" "on"
"765" "aceabc_result.TextGrid" 29 "siis" "siis"
"766" "aceabc_result.TextGrid" 29 "emotsionaalne" "emotsionaalne"
"767" "aceabc_result.TextGrid" 29 "et" "et"
"768" "aceabc_result.TextGrid" 29 "see" "see"
"769" "aceabc_result.TextGrid" 29 "on" "on"
"770" "aceabc_result.TextGrid" 29 "romantiline" "romantiline"
"771" "aceabc_result.TextGrid" 29 "atraktsioon" "atraktsioon"
"772" "aceabc_result.TextGrid" 29 "see" "see"
"773" "aceabc_result.TextGrid" 29 "on" "on"
"774" "aceabc_result.TextGrid" 29 "see" "see"
"775" "aceabc_result.TextGrid" 29 "võib" "võib"
"776" "aceabc_result.TextGrid" 29 "olla" "olla"
"777" "aceabc_result.TextGrid" 29 "seotud" "seotud"
"778" "aceabc_result.TextGrid" 29 "sellega" "sellega"
"779" "aceabc_result.TextGrid" 29 "et" "et"
"780" "aceabc_result.TextGrid" 29 "sa" "sa"
"781" "aceabc_result.TextGrid" 29 "väga" "väga"
"782" "aceabc_result.TextGrid" 29 "austad" "austada"
"783" "aceabc_result.TextGrid" 29 "seda" "seda"
"784" "aceabc_result.TextGrid" 29 "inimest" "inimest"
"785" "aceabc_result.TextGrid" 29 "sa" "sa"
"786" "aceabc_result.TextGrid" 29 "sa" "sa"
"787" "aceabc_result.TextGrid" 29 "väga" "väga"
"788" "aceabc_result.TextGrid" 29 "hoolid" "hoolid"
"789" "aceabc_result.TextGrid" 29 "sellest" "sellest"
"790" "aceabc_result.TextGrid" 29 "inimesest" "inimesest"
"791" "aceabc_result.TextGrid" 29 "ja" "ja"
"792" "aceabc_result.TextGrid" 29 "ja" "ja"
"793" "aceabc_result.TextGrid" 29 "noh" "noh"
"794" "aceabc_result.TextGrid" 29 "väga" "väga"
"795" "aceabc_result.TextGrid" 29 "tihti" "tihti"
"796" "aceabc_result.TextGrid" 29 "aseksuaalid" "aseksuaalid"
"797" "aceabc_result.TextGrid" 29 "kes" "kes"
"798" "aceabc_result.TextGrid" 29 "on" "on"
"799" "aceabc_result.TextGrid" 29 "suhtes" "suhtes"
"800" "aceabc_result.TextGrid" 30 "see" "see"
"801" "aceabc_result.TextGrid" 30 "on" "on"
"802" "aceabc_result.TextGrid" 30 "ka" "ka"
"803" "aceabc_result.TextGrid" 30 "see" "see"
"804" "aceabc_result.TextGrid" 30 "on" "on"
"805" "aceabc_result.TextGrid" 30 "ka" "ka"
"806" "aceabc_result.TextGrid" 30 "üks" "üks"
"807" "aceabc_result.TextGrid" 30 "põhjustest" "põhjustest"
"808" "aceabc_result.TextGrid" 30 "miks" "miks"
"809" "aceabc_result.TextGrid" 30 "nad" "nad"
"810" "aceabc_result.TextGrid" 30 "tegeleksid" "tegeleksid"
"811" "aceabc_result.TextGrid" 30 "seksuaaltegevustega" "seksuaaltegevustega"
"812" "aceabc_result.TextGrid" 30 "oma" "oma"
"813" "aceabc_result.TextGrid" 30 "partneritega" "partneritega"
"814" "aceabc_result.TextGrid" 30 "sellepärast" "sellepärast"
"815" "aceabc_result.TextGrid" 30 "et" "et"
"816" "aceabc_result.TextGrid" 30 "nad" "nad"
"817" "aceabc_result.TextGrid" 30 "hoolivad" "hoolivad"
"818" "aceabc_result.TextGrid" 30 "oma" "oma"
"819" "aceabc_result.TextGrid" 30 "partnerist" "####"
"820" "aceabc_result.TextGrid" 30 "mhmh" "partnerist"
"821" "aceabc_result.TextGrid" 30 "et" "et"
"822" "aceabc_result.TextGrid" 30 "ja" "ja"
"823" "aceabc_result.TextGrid" 30 "see" "see"
"824" "aceabc_result.TextGrid" 30 "noh" "noh"
"825" "aceabc_result.TextGrid" 30 "nagu" "nagu"
"826" "aceabc_result.TextGrid" 30 "ma" "ma"
"827" "aceabc_result.TextGrid" 30 "####" "ütlesin"
"828" "aceabc_result.TextGrid" 30 "ütlesin" "sek"
"829" "aceabc_result.TextGrid" 30 "seks" "s"
"830" "aceabc_result.TextGrid" 30 "on" "on"
"831" "aceabc_result.TextGrid" 30 "üks" "üks"
"832" "aceabc_result.TextGrid" 30 "viisidest" "viisidest"
"833" "aceabc_result.TextGrid" 30 "kuidas" "kuidas"
"834" "aceabc_result.TextGrid" 30 "saada" "saada"
"835" "aceabc_result.TextGrid" 30 "lähemale" "lähemale"
"836" "aceabc_result.TextGrid" 30 "inimesele" "####"
"837" "aceabc_result.TextGrid" 30 "mhmh" "####"
"838" "aceabc_result.TextGrid" 30 "jah" "####"
"839" "aceabc_result.TextGrid" 31 "et" "et"
"840" "aceabc_result.TextGrid" 32 "et" "et"
"841" "aceabc_result.TextGrid" 32 "jah" "jah"
"842" "aceabc_result.TextGrid" 32 "et" "et"
"843" "aceabc_result.TextGrid" 32 "see" "see"
"844" "aceabc_result.TextGrid" 32 "on" "on"
"845" "aceabc_result.TextGrid" 32 "see" "see"
"846" "aceabc_result.TextGrid" 32 "on" "on"
"847" "aceabc_result.TextGrid" 32 "see" "see"
"848" "aceabc_result.TextGrid" 32 "asi" "asi"
"849" "aceabc_result.TextGrid" 32 "mida" "mida"
"850" "aceabc_result.TextGrid" 32 "inimesed" "inimesed"
"851" "aceabc_result.TextGrid" 32 "väga" "väga"
"852" "aceabc_result.TextGrid" 32 "no" "####"
"853" "aceabc_result.TextGrid" 32 "see" "see"
"854" "aceabc_result.TextGrid" 32 "esteetiline" "esteetiline"
"855" "aceabc_result.TextGrid" 32 "atraktsioon" "traktsioon"
"856" "aceabc_result.TextGrid" 32 "külge" "külge"
"857" "aceabc_result.TextGrid" 32 "tõmbe" "tõmbe"
"858" "aceabc_result.TextGrid" 32 "on" "on"
"859" "aceabc_result.TextGrid" 32 "see" "see"
"860" "aceabc_result.TextGrid" 32 "mida" "mida"
"861" "aceabc_result.TextGrid" 32 "inimesed" "inimesed"
"862" "aceabc_result.TextGrid" 32 "väga" "väga"
"863" "aceabc_result.TextGrid" 32 "tihti" "tihti"
"864" "aceabc_result.TextGrid" 32 "ei" "ei"
"865" "aceabc_result.TextGrid" 32 "saa" "saa"
"866" "aceabc_result.TextGrid" 32 "päris" "päris"
"867" "aceabc_result.TextGrid" 32 "vist" "vist"
"868" "aceabc_result.TextGrid" 32 "aru" "aru"
"869" "aceabc_result.TextGrid" 32 "mhmh" "####"
"870" "aceabc_result.TextGrid" 32 "et" "####"
"871" "aceabc_result.TextGrid" 33 "jaa" "ja"
"872" "aceabc_result.TextGrid" 33 "ma" "ma"
"873" "aceabc_result.TextGrid" 33 "muidugi" "muidugi"
"874" "aceabc_result.TextGrid" 33 "ma" "ma"
"875" "aceabc_result.TextGrid" 33 "saan" "saan"
"876" "aceabc_result.TextGrid" 33 "aru" "aru"
"877" "aceabc_result.TextGrid" 33 "et" "et"
"878" "aceabc_result.TextGrid" 33 "see" "see"
"879" "aceabc_result.TextGrid" 33 "on" "on"
"880" "aceabc_result.TextGrid" 33 "et" "et"
"881" "aceabc_result.TextGrid" 33 "see" "see"
"882" "aceabc_result.TextGrid" 33 "on" "on"
"883" "aceabc_result.TextGrid" 33 "ilus" "ilus"
"884" "aceabc_result.TextGrid" 33 "inimene" "inimene"
"885" "aceabc_result.TextGrid" 33 "aga" "aga"
"886" "aceabc_result.TextGrid" 33 "lihtsalt" "lihtsalt"
"887" "aceabc_result.TextGrid" 34 "abstraktselt" "abstraktselt"
"888" "aceabc_result.TextGrid" 34 "üks" "üks"
"889" "aceabc_result.TextGrid" 34 "nendest" "nendest"
"890" "aceabc_result.TextGrid" 34 "aseksuaalide" "seksuaalide"
"891" "aceabc_result.TextGrid" 34 "grupist" "grupist"
"892" "aceabc_result.TextGrid" 34 "kus" "kus"
"893" "aceabc_result.TextGrid" 34 "ma" "ma"
"894" "aceabc_result.TextGrid" 34 "olen" "olen"
"895" "aceabc_result.TextGrid" 34 "seal" "seal"
"896" "aceabc_result.TextGrid" 34 "on" "on"
"897" "aceabc_result.TextGrid" 34 "paar" "paar"
"898" "aceabc_result.TextGrid" 34 "korda" "korda"
"899" "aceabc_result.TextGrid" 34 "tekkinud" "tekkinud"
"900" "aceabc_result.TextGrid" 34 "selline" "selline"
"901" "aceabc_result.TextGrid" 34 "vestlus" "vestlus"
